timestamp,p_ema_fast,p_ema_slow,p_high_band,p_low_band
2026-04-01T04:00:00Z,0.0552,0.0552,0.05532765,0.05507245000000001
2026-04-01T05:00:00Z,0.05531111111111111,0.0552204081632653,0.055727849999999995,0.05507245000000001
2026-04-01T06:00:00Z,0.05544197530864198,0.055248146605581,0.05612804999999999,0.05507245000000001
2026-04-01T07:00:00Z,0.05552153635116598,0.05527067123392463,0.05612804999999999,0.05507245000000001
2026-04-01T08:00:00Z,0.05551675049535132,0.05528003159172362,0.05612804999999999,0.05507245000000001
2026-04-01T09:00:00Z,0.05553525038527325,0.05529309152675531,0.05612804999999999,0.05507245000000001
2026-04-01T10:00:00Z,0.05554963918854586,0.055305618403214275,0.05612804999999999,0.05507245000000001
2026-04-01T11:00:00Z,0.05560527492442456,0.055325797243899404,0.05612804999999999,0.05507245000000001
2026-04-01T12:00:00Z,0.05567076938566355,0.05534923409108718,0.05632815,0.05507245000000001
2026-04-01T13:00:00Z,0.05569948729996054,0.05536763269961423,0.05632815,0.05507245000000001
2026-04-01T14:00:00Z,0.05576626789996931,0.05539344360983405,0.05632815,0.05507245000000001
2026-04-01T15:00:00Z,0.0558182083666428,0.055418201013514294,0.05632815,0.05507245000000001
2026-04-01T16:00:00Z,0.055880828729611066,0.05544602954357493,0.05632815,0.05507245000000001
2026-04-01T17:00:00Z,0.05588508901191972,0.05546455894995962,0.056528249999999995,0.05507245000000001
2026-04-01T18:00:00Z,0.05582173589815978,0.05547008715608372,0.056528249999999995,0.05507245000000001
2026-04-01T19:00:00Z,0.05581690569856872,0.055483552986447644,0.056528249999999995,0.05507245000000001
2026-04-01T20:00:00Z,0.05579092665444234,0.05549238755842937,0.056528249999999995,0.05507245000000001
2026-04-01T21:00:00Z,0.055815165175677375,0.05550902480094245,0.056528249999999995,0.05507245000000001
2026-04-01T22:00:00Z,0.05576735069219352,0.05551273807437337,0.056528249999999995,0.05507245000000001
2026-04-01T23:00:00Z,0.0556857172050394,0.05550813652031731,0.056528249999999995,0.05507245000000001
2026-04-02T00:00:00Z,0.05571111338169731,0.0555200493154064,0.056528249999999995,0.05507245000000001
2026-04-02T01:00:00Z,0.05546419929687568,0.0554824962821245,0.056528249999999995,0.054272850000000004
2026-04-02T02:00:00Z,0.05513882167534775,0.05542198622979288,0.056528249999999995,0.053773100000000004
2026-04-02T03:00:00Z,0.05481908352527047,0.05535170107755643,0.056528249999999995,0.053373300000000005
2026-04-02T04:00:00Z,0.054570398297432585,0.05528428470704392,0.056528249999999995,0.053373300000000005
2026-04-02T05:00:00Z,0.05444364312022534,0.055231864923082935,0.056528249999999995,0.053373300000000005
2026-04-02T06:00:00Z,0.05436727798239749,0.055185666354793834,0.056528249999999995,0.053373300000000005
2026-04-02T07:00:00Z,0.054352327319642485,0.05514951670765939,0.056528249999999995,0.053373300000000005
2026-04-02T08:00:00Z,0.05422958791527749,0.05509443439306105,0.056528249999999995,0.053373300000000005
2026-04-02T09:00:00Z,0.05406745726743804,0.05502935543824222,0.056528249999999995,0.053373300000000005
2026-04-02T10:00:00Z,0.05394135565245181,0.05496693276729356,0.056528249999999995,0.053373300000000005
2026-04-02T11:00:00Z,0.05382105439635141,0.054902976327812186,0.056528249999999995,0.05307345
2026-04-02T12:00:00Z,0.05370526453049554,0.05483754872259536,0.056528249999999995,0.05307345
2026-04-02T13:00:00Z,0.053615205745940975,0.05477479163187718,0.056528249999999995,0.05307345
2026-04-02T14:00:00Z,0.05365627113573187,0.05473500421833116,0.056528249999999995,0.05307345
2026-04-02T15:00:00Z,0.053665988661124785,0.05469275914819519,0.056528249999999995,0.05307345
2026-04-02T16:00:00Z,0.05365132451420816,0.05464815673398314,0.056528249999999995,0.05307345
2026-04-02T17:00:00Z,0.053617696844384125,0.05460129319382056,0.05612804999999999,0.05307345
2026-04-02T18:00:00Z,0.05361376421229876,0.0545604240838687,0.05612804999999999,0.05307345
2026-04-02T19:00:00Z,0.05358848327623237,0.05451714146820059,0.05612804999999999,0.05307345
2026-04-02T20:00:00Z,0.0536577092148474,0.05449195202051893,0.05612804999999999,0.05307345
2026-04-02T21:00:00Z,0.05362266272265909,0.054451464182946725,0.05592795,0.05307345
2026-04-02T22:00:00Z,0.0536398487842904,0.05442079217547951,0.05592795,0.05307345
2026-04-02T23:00:00Z,0.053653215721114755,0.054391372086684424,0.05592795,0.05307345
2026-04-03T00:00:00Z,0.05364139000531148,0.0543590711851871,0.055727849999999995,0.05307345
2026-04-03T01:00:00Z,0.05363219222635337,0.054328088687832524,0.05452725,0.05307345
2026-04-03T02:00:00Z,0.05366948284271929,0.054306534047512824,0.05432715,0.05307345
2026-04-03T03:00:00Z,0.05372070887767055,0.054289940821083724,0.05432715,0.05307345
2026-04-03T04:00:00Z,0.053871662460410426,0.05429443303246806,0.054427199999999995,0.05307345
2026-04-03T05:00:00Z,0.05394462635809699,0.05429057862297956,0.0546273,0.05307345
2026-04-03T06:00:00Z,0.05402359827851988,0.0542909631689804,0.0546273,0.05307345
2026-04-03T07:00:00Z,0.05410724310551546,0.05429541365187915,0.0546273,0.05307345
2026-04-03T08:00:00Z,0.05421674463762313,0.05430784574772081,0.0548274,0.05307345
2026-04-03T09:00:00Z,0.054324134718151326,0.054323852043732204,0.0548274,0.05307345
2026-04-03T10:00:00Z,0.05445210478078437,0.05434736828684517,0.054927449999999996,0.05307345
2026-04-03T11:00:00Z,0.054529414829498954,0.05436584305064741,0.0550275,0.05307345
2026-04-03T12:00:00Z,0.054478433756276964,0.05436315557919241,0.055227599999999995,0.05307345
2026-04-03T13:00:00Z,0.05441655958821542,0.0543564961677968,0.055227599999999995,0.05307345
2026-04-03T14:00:00Z,0.0544128796797231,0.054358271834417334,0.055227599999999995,0.053273350000000004
2026-04-03T15:00:00Z,0.0543877953064513,0.054355893392196215,0.055227599999999995,0.053273350000000004
2026-04-03T16:00:00Z,0.05443495190501768,0.05436585692720861,0.055227599999999995,0.053273350000000004
2026-04-03T17:00:00Z,0.0544716292594582,0.054375413787322545,0.055227599999999995,0.053273350000000004
2026-04-03T18:00:00Z,0.054477933868467485,0.0543804989388604,0.055227599999999995,0.053273350000000004
2026-04-03T19:00:00Z,0.05448283745325248,0.05438537653319263,0.055227599999999995,0.053373300000000005
2026-04-03T20:00:00Z,0.05481998468586304,0.05445127953183783,0.058129049999999995,0.053373300000000005
2026-04-03T21:00:00Z,0.05503776586678237,0.054506329346864855,0.058129049999999995,0.053373300000000005
2026-04-03T22:00:00Z,0.05516270678527517,0.054550968965360165,0.058129049999999995,0.053373300000000005
2026-04-03T23:00:00Z,0.05530432749965847,0.05460194982391689,0.058129049999999995,0.053373300000000005
2026-04-04T00:00:00Z,0.055370032499734365,0.05464268656579783,0.058129049999999995,0.053373300000000005
2026-04-04T01:00:00Z,0.05548780305534895,0.05469400548147955,0.058129049999999995,0.053373300000000005
2026-04-04T02:00:00Z,0.05549051348749363,0.05472690321692936,0.058129049999999995,0.05367315
2026-04-04T03:00:00Z,0.055470399379161706,0.05475437655501387,0.058129049999999995,0.053873050000000006
2026-04-04T04:00:00Z,0.05545475507268133,0.05478072853236024,0.058129049999999995,0.053973
2026-04-04T05:00:00Z,0.05535369838986326,0.054789678388182265,0.058129049999999995,0.053973
2026-04-04T06:00:00Z,0.05527509874767142,0.05479826294376666,0.058129049999999995,0.053973
2026-04-04T07:00:00Z,0.055169521248188885,0.05479833384402108,0.058129049999999995,0.053973
2026-04-04T08:00:00Z,0.055109627637480244,0.05480248348304063,0.058129049999999995,0.053973
2026-04-04T09:00:00Z,0.05506304371804019,0.05480646374903897,0.058129049999999995,0.053973
2026-04-04T10:00:00Z,0.05502681178069792,0.054810281555200645,0.058129049999999995,0.053973
2026-04-04T11:00:00Z,0.055020853607209486,0.05481802516519245,0.058129049999999995,0.053973
2026-04-04T12:00:00Z,0.055016219472274044,0.054825452709470306,0.058129049999999995,0.053973
2026-04-04T13:00:00Z,0.054968170700657584,0.05482441382336947,0.058129049999999995,0.053973
2026-04-04T14:00:00Z,0.054975243878289226,0.05483158060608908,0.058129049999999995,0.054272850000000004
2026-04-04T15:00:00Z,0.05493630079422496,0.05483029160175891,0.058129049999999995,0.054272850000000004
2026-04-04T16:00:00Z,0.054861567284397186,0.05482089194454426,0.058129049999999995,0.054272850000000004
2026-04-04T17:00:00Z,0.05484788566564226,0.054820039212113876,0.058129049999999995,0.054272850000000004
