timestamp,p_ema_fast,p_ema_slow,p_high_band,p_low_band
2026-03-31T21:00:00Z,5.7,5.7,5.70285,5.67716
2026-03-31T22:00:00Z,5.693333333333333,5.698775510204081,5.70285,5.657170000000001
2026-03-31T23:00:00Z,5.6903703703703705,5.6980091628488125,5.70285,5.657170000000001
2026-04-01T00:00:00Z,5.690288065843621,5.697682258242739,5.70285,5.657170000000001
2026-04-01T01:00:00Z,5.683557384545038,5.696144206885892,5.70285,5.647175000000001
2026-04-01T02:00:00Z,5.673877965757251,5.6938526066048345,5.70285,5.627185
2026-04-01T03:00:00Z,5.675238417811196,5.6932871940903516,5.70285,5.627185
2026-04-01T04:00:00Z,5.678518769408708,5.69315302290299,5.70285,5.627185
2026-04-01T05:00:00Z,5.6921812650956625,5.695065144417153,5.7528749999999995,5.627185
2026-04-01T06:00:00Z,5.716140983963293,5.699348199747066,5.802899999999999,5.627185
2026-04-01T07:00:00Z,5.7281096541936725,5.702231946696165,5.82291,5.627185
2026-04-01T08:00:00Z,5.741863064372856,5.70581431621877,5.82291,5.627185
2026-04-01T09:00:00Z,5.745893494512222,5.708025976781269,5.82291,5.627185
2026-04-01T10:00:00Z,5.746806051287284,5.709739202218768,5.82291,5.627185
2026-04-01T11:00:00Z,5.747515817667888,5.71138250008739,5.82291,5.627185
2026-04-01T12:00:00Z,5.7525123026305796,5.713775051104231,5.82291,5.627185
2026-04-01T13:00:00Z,5.749731790934895,5.7148454571816085,5.82291,5.627185
2026-04-01T14:00:00Z,5.75645805961603,5.717504826276236,5.82291,5.627185
2026-04-01T15:00:00Z,5.766134046368023,5.720871976224145,5.82291,5.627185
2026-04-01T16:00:00Z,5.77810425828624,5.724918018010914,5.832915,5.627185
2026-04-01T17:00:00Z,5.778525534222632,5.727166262173734,5.852924999999999,5.627185
2026-04-01T18:00:00Z,5.776630971062047,5.728914578003377,5.852924999999999,5.627185
2026-04-01T19:00:00Z,5.772935199714926,5.730183370737933,5.852924999999999,5.627185
2026-04-01T20:00:00Z,5.765616266444942,5.730584049483323,5.852924999999999,5.627185
2026-04-01T21:00:00Z,5.7688126516794,5.7326010270554315,5.852924999999999,5.627185
2026-04-01T22:00:00Z,5.7624098401950885,5.732903025951128,5.852924999999999,5.627185
2026-04-01T23:00:00Z,5.752985431262847,5.732376371830673,5.852924999999999,5.627185
2026-04-02T00:00:00Z,5.756766446537769,5.733912030123299,5.852924999999999,5.627185
2026-04-02T01:00:00Z,5.72637390286271,5.7292625595060205,5.852924999999999,5.5972
2026-04-02T02:00:00Z,5.684957480004329,5.721537557077203,5.852924999999999,5.51724
2026-04-02T03:00:00Z,5.643855817781145,5.712495207808745,5.852924999999999,5.487255
2026-04-02T04:00:00Z,5.605221191607558,5.702597444224714,5.852924999999999,5.467265
2026-04-02T05:00:00Z,5.584060926805877,5.694736324052276,5.852924999999999,5.447275
2026-04-02T06:00:00Z,5.572047387515683,5.6880123924583055,5.852924999999999,5.447275
2026-04-02T07:00:00Z,5.569370190289975,5.682787396847762,5.852924999999999,5.447275
2026-04-02T08:00:00Z,5.560621259114425,5.676551176568261,5.852924999999999,5.447275
2026-04-02T09:00:00Z,5.54937209042233,5.669753169361393,5.852924999999999,5.447275
2026-04-02T10:00:00Z,5.536178292550701,5.662416305305826,5.852924999999999,5.447275
2026-04-02T11:00:00Z,5.525916449761656,5.655378905089262,5.852924999999999,5.447275
2026-04-02T12:00:00Z,5.511268349814621,5.647404255901945,5.852924999999999,5.447275
2026-04-02T13:00:00Z,5.499875383189149,5.639755102599824,5.852924999999999,5.427285
2026-04-02T14:00:00Z,5.508791964702671,5.635683465759014,5.852924999999999,5.427285
2026-04-02T15:00:00Z,5.506838194768744,5.630145365115788,5.852924999999999,5.427285
2026-04-02T16:00:00Z,5.511985262597912,5.6260577991926946,5.852924999999999,5.427285
2026-04-02T17:00:00Z,5.504877426465043,5.620096256368503,5.78289,5.427285
2026-04-02T18:00:00Z,5.503793553917256,5.615194368353461,5.78289,5.427285
2026-04-02T19:00:00Z,5.502950541935644,5.610492557400258,5.78289,5.427285
2026-04-02T20:00:00Z,5.5022948659499455,5.605982657098206,5.78289,5.427285
2026-04-02T21:00:00Z,5.499562673516624,5.601248671094198,5.78289,5.427285
2026-04-02T22:00:00Z,5.499659857179597,5.597116072274026,5.78289,5.427285
2026-04-02T23:00:00Z,5.504179888917465,5.593968477487331,5.78289,5.427285
2026-04-03T00:00:00Z,5.507695469158028,5.590949355957235,5.772885,5.427285
2026-04-03T01:00:00Z,5.512652031567355,5.588461627142655,5.622809999999999,5.427285
2026-04-03T02:00:00Z,5.518729357885721,5.586483601544995,5.572785,5.427285
2026-04-03T03:00:00Z,5.530122833911116,5.585810801481934,5.58279,5.427285
2026-04-03T04:00:00Z,5.543428870819756,5.585981789176548,5.592795,5.427285
2026-04-03T05:00:00Z,5.558222455082033,5.586962124312199,5.6428199999999995,5.427285
2026-04-03T06:00:00Z,5.57417302061936,5.5887187722994565,5.6428199999999995,5.427285
2026-04-03T07:00:00Z,5.584356793815058,5.58999555710356,5.652825,5.427285
2026-04-03T08:00:00Z,5.594499728522823,5.591628391507496,5.652825,5.427285
2026-04-03T09:00:00Z,5.602388677739974,5.59319457960923,5.652825,5.427285
2026-04-03T10:00:00Z,5.604080082686647,5.5938805151353845,5.652825,5.427285
2026-04-03T11:00:00Z,5.609840064311837,5.595354779823736,5.652825,5.427285
2026-04-03T12:00:00Z,5.6054311611314285,5.59513621738195,5.672834999999999,5.427285
2026-04-03T13:00:00Z,5.602002014213333,5.594926575856156,5.672834999999999,5.447275
2026-04-03T14:00:00Z,5.601557122165926,5.595133654392639,5.672834999999999,5.467265
2026-04-03T15:00:00Z,5.592322206129053,5.593699627682735,5.672834999999999,5.477260000000001
2026-04-03T16:00:00Z,5.5895839381003745,5.593140459205888,5.672834999999999,5.477260000000001
2026-04-03T17:00:00Z,5.57856528518918,5.5909714608709535,5.672834999999999,5.477260000000001
2026-04-03T18:00:00Z,5.567772999591585,5.588482829814996,5.672834999999999,5.477260000000001
2026-04-03T19:00:00Z,5.559378999682345,5.586095775536833,5.672834999999999,5.477260000000001
2026-04-03T20:00:00Z,5.552850333086268,5.5838061520455335,5.672834999999999,5.477260000000001
2026-04-03T21:00:00Z,5.549994703511541,5.5820181458395925,5.672834999999999,5.477260000000001
2026-04-03T22:00:00Z,5.5411069916200875,5.579078629682874,5.672834999999999,5.49725
2026-04-03T23:00:00Z,5.536416549037845,5.5766672570427565,5.672834999999999,5.49725
2026-04-04T00:00:00Z,5.532768427029436,5.574354307775705,5.672834999999999,5.49725
2026-04-04T01:00:00Z,5.529930998800673,5.572135764601186,5.672834999999999,5.49725
2026-04-04T02:00:00Z,5.529946332400524,5.570415937474607,5.672834999999999,5.49725
2026-04-04T03:00:00Z,5.536624925200407,5.56999079716952,5.672834999999999,5.49725
2026-04-04T04:00:00Z,5.5395971640447605,5.569174846264642,5.672834999999999,5.49725
2026-04-04T05:00:00Z,5.541908905368147,5.568392199478329,5.672834999999999,5.49725
2026-04-04T06:00:00Z,5.54592914861967,5.568049660724111,5.672834999999999,5.49725
2026-04-04T07:00:00Z,5.5468337822597436,5.567312939878229,5.672834999999999,5.49725
2026-04-04T08:00:00Z,5.5453151639798,5.566198126005648,5.672834999999999,5.49725
2026-04-04T09:00:00Z,5.546356238650955,5.565536978005417,5.672834999999999,5.49725
2026-04-04T10:00:00Z,5.553832630061854,5.566127305433767,5.672834999999999,5.49725
2026-04-04T11:00:00Z,5.561869823381442,5.567101701130348,5.672834999999999,5.49725
2026-04-04T12:00:00Z,5.570343195963344,5.5684444888393125,5.612805,5.49725
2026-04-04T13:00:00Z,5.5702669301937116,5.568507979090769,5.632815,5.49725
2026-04-04T14:00:00Z,5.576874279039553,5.569793367699309,5.632815,5.49725
2026-04-04T15:00:00Z,5.582013328141875,5.571026291466684,5.632815,5.49725
2026-04-04T16:00:00Z,5.5860103663325695,5.572208891814983,5.632815,5.49725
2026-04-04T17:00:00Z,5.615785840480887,5.578241181944983,5.732865,5.49725
2026-04-04T18:00:00Z,5.634500098151801,5.583210929620697,5.74287,5.49725
2026-04-04T19:00:00Z,5.651277854118067,5.588385993717811,5.74287,5.49725
2026-04-04T20:00:00Z,5.653216108758496,5.591309014382389,5.74287,5.49725
2026-04-04T21:00:00Z,5.656945862367719,5.594520891346373,5.74287,5.49725
2026-04-04T22:00:00Z,5.659846781841559,5.597601671291419,5.74287,5.49725
2026-04-04T23:00:00Z,5.664325274765657,5.600964868381565,5.74287,5.49725
2026-04-05T00:00:00Z,5.661141880373289,5.602966302325175,5.74287,5.507245
2026-04-05T01:00:00Z,5.654221462512558,5.6040697185568,5.74287,5.527235
2026-04-05T02:00:00Z,5.646616693065322,5.604719934125909,5.74287,5.527235
2026-04-05T03:00:00Z,5.638479650161917,5.60493544701873,5.74287,5.527235
2026-04-05T04:00:00Z,5.629928616792602,5.604734000201638,5.74287,5.527235
2026-04-05T05:00:00Z,5.616611146394246,5.603316285907694,5.74287,5.527235
2026-04-05T06:00:00Z,5.604030891639969,5.6015482742379925,5.74287,5.51724
2026-04-05T07:00:00Z,5.589801804608864,5.5990360997792985,5.74287,5.51724
2026-04-05T08:00:00Z,5.576512514695784,5.5962182997883065,5.74287,5.51724
2026-04-05T09:00:00Z,5.570620844763388,5.594331838572457,5.74287,5.51724
2026-04-05T10:00:00Z,5.563816212593746,5.592114212508275,5.74287,5.51724
2026-04-05T11:00:00Z,5.562968165350691,5.590803428324263,5.74287,5.51724
2026-04-05T12:00:00Z,5.548975239717205,5.58709716594368,5.74287,5.467265
2026-04-05T13:00:00Z,5.535869630891159,5.583134016313326,5.74287,5.467265
2026-04-05T14:00:00Z,5.527898601804234,5.579740791157679,5.74287,5.467265
2026-04-05T15:00:00Z,5.528365579181072,5.577710554783896,5.74287,5.467265
