timestamp,scale_used,mean_pairwise_rel,variance_anchors,range_rel,gap_system_to_now_rel,n_anchors,P_now,i,vbt_rolling_return_std,atr_14,mean_abs_pairwise,mean_pairwise_per_atr,gpr_cohort_inter_rel,gpr_cohort_intra_rel,p_system,predictor_prices,compression_mean_pairwise,fold
2026-04-20 18:00:00+00:00,76423.69,0.0030000000000000326,13141.305884736514,0.0030000000000000326,0.0,2.0,76423.69,41.0,0.006582779451479548,542.5122463011351,229.2710700000025,0.4226099439472189,0.0030000000000000326,,76423.69,"{'eth_beta_pair_1d': 76538.32553500001, 'war_news_fwd_4h': 76309.05446500001}",1.0000000000000118,4
2026-04-20 19:00:00+00:00,76296.96000000002,0.0030000000000000816,13097.75873679432,0.0030000000000000816,1.9072732686029493e-16,2.0,76296.96,42.0,0.006264987210471964,527.4885144224821,228.8908800000063,0.43392580831945926,0.0030000000000000816,,76296.96000000002,"{'eth_beta_pair_1d': 76411.40544000002, 'war_news_fwd_4h': 76182.51456000001}",1.0000000000000164,4
2026-04-20 20:00:00+00:00,76276.17000000001,0.003000000000000087,13090.621747205785,0.003000000000000087,1.9077931191834684e-16,2.0,76276.17,43.0,0.005472695465847777,521.635763392304,228.82851000000664,0.43867488784106373,0.003000000000000087,,76276.17000000001,"{'eth_beta_pair_1d': 76390.58425500001, 'war_news_fwd_4h': 76161.755745}",1.0000000000000018,4
2026-04-20 21:00:00+00:00,75954.71,0.0030000000000000226,12980.515435164425,0.0030000000000000226,0.0,2.0,75954.71,44.0,0.0052488833778013355,525.3153517214248,227.86413000000175,0.43376636386754275,0.0030000000000000226,,75954.71,"{'eth_beta_pair_1d': 76068.64206500001, 'war_news_fwd_4h': 75840.777935}",0.9999999999999786,4
2026-04-20 22:00:00+00:00,75974.24,0.00300000000000003,12987.191573049862,0.00300000000000003,0.0,2.0,75974.24,45.0,0.004134737007176295,504.88711231275215,227.9227200000023,0.45143303214049096,0.00300000000000003,,75974.24,"{'eth_beta_pair_1d': 76088.20136, 'war_news_fwd_4h': 75860.27864}",1.0000000000000024,4
2026-04-20 23:00:00+00:00,75840.97,0.0029999999999999957,12941.668643716988,0.0029999999999999957,0.0,2.0,75840.97,46.0,0.0017355087223240296,494.29803286184125,227.52290999999968,0.4602949938576702,0.0029999999999999957,,75840.97,"{'eth_beta_pair_1d': 75954.731455, 'war_news_fwd_4h': 75727.208545}",0.9999999999999886,4
2026-04-21 00:00:00+00:00,76092.45000000001,0.0030000000000000512,13027.637130756073,0.0030000000000000512,1.9123993547805137e-16,2.0,76092.45,47.0,0.0027636099127671832,487.5046019431385,228.27735000000393,0.4682568104795649,0.0030000000000000512,,76092.45000000001,"{'eth_beta_pair_1d': 76206.588675, 'war_news_fwd_4h': 75978.311325}",1.0000000000000184,4
2026-04-21 01:00:00+00:00,75927.59,0.0030000000000000695,12971.247577218823,0.0030000000000000695,0.0,2.0,75927.59,0.0,,,227.78277000000526,,0.0030000000000000695,,75927.59,"{'eth_beta_pair_1d': 76041.481385, 'war_news_fwd_4h': 75813.698615}",,5
2026-04-21 02:00:00+00:00,75581.33000000002,0.0030000000000000348,12853.209250280328,0.0030000000000000348,1.9253319871940397e-16,2.0,75581.33,1.0,,,226.74399000000267,,0.0030000000000000348,,75581.33000000002,"{'eth_beta_pair_1d': 75694.70199500001, 'war_news_fwd_4h': 75467.95800500001}",0.9999999999999885,5
2026-04-21 03:00:00+00:00,75710.30000000002,0.0030000000000000486,12897.111433702925,0.0030000000000000486,1.9220522476290344e-16,2.0,75710.3,2.0,,,227.13090000000375,,0.0030000000000000486,,75710.30000000002,"{'eth_beta_pair_1d': 75823.86545000001, 'war_news_fwd_4h': 75596.73455000001}",1.0000000000000047,5
