timestamp,scale_used,mean_pairwise_rel,variance_anchors,range_rel,gap_system_to_now_rel,n_anchors,P_now,i,vbt_rolling_return_std,atr_14,mean_abs_pairwise,mean_pairwise_per_atr,gpr__btc_ema_fast__btc_ema_slow,gpr__btc_ema_fast__btc_resist_24h,gpr__btc_ema_fast__btc_support_24h,gpr__btc_ema_slow__btc_resist_24h,gpr__btc_ema_slow__btc_support_24h,gpr__btc_resist_24h__btc_support_24h,gpr_cohort_inter_rel,gpr_cohort_intra_rel,p_system,p_system_shrunk,p_system_tension,predictor_prices,compression_mean_pairwise
2026-04-23 06:00:00+00:00,2366.3015085059865,0.02006521771543666,1199.9245515907623,0.039989673615068916,0.0060202853085186666,4.0,2354.43,0.0,,,47.48035494853881,,0.00042228544741320837,0.027789334619816575,0.012200338995252342,0.027367049172403367,0.01262262444266555,0.039989673615068916,0.01999483680753446,0.02020597953124106,2368.675810207184,2366.538938676106,2368.389964923844,"{'btc_ema_fast': 2359.2039305687504, 'btc_ema_slow': 2360.2031852599844, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2330.3342500000003}",
2026-04-23 07:00:00+00:00,2363.816737847248,0.02027239938483461,1220.03496435421,0.04003170951660913,0.009841746631291231,4.0,2344.43,1.0,,,47.92023698219631,,0.0015392677591802722,0.029207441933959032,0.010824267582650095,0.02766817417477876,0.012363535341830368,0.04003170951660913,0.020015854758304565,0.0207854886378947,2367.694085416698,2364.204472604193,2367.2224665858075,"{'btc_ema_fast': 2355.920834886806, 'btc_ema_slow': 2359.559381779985, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2330.3342500000003}",1.0103254134760051
2026-04-23 08:00:00+00:00,2362.1572902419257,0.020480964353973678,1246.3615109685438,0.040059832336697666,0.011296770287290165,4.0,2339.92,2.0,,,48.379259259923934,,0.0027062891137490655,0.030733254512325774,0.009326577824371891,0.028026965398576707,0.012032866938120957,0.040059832336697666,0.020029916168348833,0.021383060725223366,2366.604748290311,2362.602036046764,2366.058218911782,"{'btc_ema_fast': 2352.365093800849, 'btc_ema_slow': 2358.757774360394, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2330.3342500000003}",1.0102881245174704
2026-04-23 09:00:00+00:00,2352.4473678255563,0.024818071423006526,1684.3296328487613,0.047838972526736356,0.018464532718033905,4.0,2316.25,3.0,,,58.38320679355835,,0.005391510957830077,0.03427169453481197,0.013567277991924384,0.028880183576981893,0.01895878894975446,0.047838972526736356,0.023919486263368178,0.026615241742283215,2359.6868413906677,2353.1713151820677,2358.6088227586442,"{'btc_ema_fast': 2344.33951740066, 'btc_ema_slow': 2357.02276316201, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2312.42321}",1.2117628347022327
2026-04-23 10:00:00+00:00,2348.6622662301384,0.026906596186758624,1937.5341217561504,0.051307794114401485,0.017663978372998133,4.0,2314.09,4.0,,,63.194507176531715,,0.007516194777347297,0.037189030467739956,0.014118763646661533,0.029672835690392658,0.02163495842400883,0.051307794114401485,0.025653897057200746,0.02941199444587439,2355.576719476166,2349.353711554741,2354.460453068107,"{'btc_ema_fast': 2337.617402422736, 'btc_ema_slow': 2355.270405481928, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2304.4571950000004}",1.0841533867863729
2026-04-23 11:00:00+00:00,2350.518280621624,0.02694549008169401,1955.6048466919915,0.05126728049446635,0.011000951134534802,4.0,2328.97,5.0,0.005979215321159757,,63.33586701733043,,0.007871099006765032,0.03797720625958574,0.013290074234880607,0.030106107252820705,0.02116117324164564,0.05126728049446635,0.025633640247233174,0.02956918975061569,2354.827936745949,2350.949246234057,2354.131181967828,"{'btc_ema_fast': 2335.6957574399057, 'btc_ema_slow': 2354.1969195438896, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2304.4571950000004}",1.0014455152433785
2026-04-23 12:00:00+00:00,2349.9702417039653,0.026986035717953785,1970.8769482370355,0.05127923658838399,0.010774727949915828,4.0,2328.87,6.0,0.005907103610232627,,63.4163808787517,,0.00807850454257074,0.038631532832055455,0.012647703756328536,0.030553028289484717,0.020726208298899276,0.05127923658838399,0.025639618294191997,0.029678870565477366,2354.190290044758,2350.392246538044,2353.506995793221,"{'btc_ema_fast': 2334.17892245326, 'btc_ema_slow': 2353.1631677257715, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2304.4571950000004}",1.0015047281061449
2026-04-23 13:00:00+00:00,2347.513613104436,0.027144195541833022,2005.2162485686877,0.051332899339671924,0.014156397449544693,4.0,2319.82,7.0,0.006021570842134316,,63.72136855122176,,0.008866475231982354,0.0400312158696049,0.011301683470067025,0.031164740637622545,0.02016815870204938,0.051332899339671924,0.025666449669835962,0.03009968728582714,2353.0523357253232,2348.0674853665246,2352.150270706083,"{'btc_ema_fast': 2330.98805079698, 'btc_ema_slow': 2351.802222104312, 'btc_resist_24h': 2424.961875, 'btc_support_24h': 2304.4571950000004}",1.0058608024362028
2026-04-23 14:00:00+00:00,2347.862967268277,0.02493714109627077,1661.5136949544276,0.04712359773225095,0.006962740564434548,4.0,2334.24,8.0,0.004578155064415052,,58.54899008947799,,0.008252053380871774,0.03551580308862319,0.01160779464362776,0.02726374970775142,0.019859848024499534,0.04712359773225095,0.02356179886612548,0.027687825556561362,2350.5875607219323,2348.1354266136423,2350.1798992936297,"{'btc_ema_fast': 2331.710706175429, 'btc_ema_slow': 2351.085396712299, 'btc_resist_24h': 2415.096945, 'btc_support_24h': 2304.4571950000004}",0.9186914770724787
2026-04-23 15:00:00+00:00,2347.59060274824,0.024834105472368778,1653.7149014237866,0.047069399524193624,0.00732526500905081,4.0,2333.26,9.0,0.004513744875302478,,58.30031263459159,,0.007796434261631796,0.03531360247010232,0.011755797054091306,0.027517168208470524,0.019552231315723104,0.047069399524193624,0.023534699762096812,0.02743291689291271,2350.4567232978884,2347.877214803205,2350.0296580577296,"{'btc_ema_fast': 2332.0549936920006, 'btc_ema_slow': 2350.357829499552, 'btc_resist_24h': 2414.956875, 'btc_support_24h': 2304.4571950000004}",0.9958681861924662
2026-04-23 16:00:00+00:00,2344.62038365914,0.02349666324822189,1461.7678111768773,0.04435107095576506,0.009335609527034409,4.0,2326.38,10.0,0.003949003222813037,,55.09075559975562,,0.007926766622036162,0.03311825511648424,0.011232815839280819,0.025191488494448074,0.019159582461316983,0.04435107095576506,0.02217553547788253,0.02613891878890061,2348.2684603909674,2344.9851913323223,2347.754154608139,"{'btc_ema_fast': 2330.7938839826675, 'btc_ema_slow': 2349.3791425812024, 'btc_resist_24h': 2408.44362, 'btc_support_24h': 2304.4571950000004}",0.94614494064886
2026-04-23 17:00:00+00:00,2336.4817161885408,0.028106476399786435,2006.837828483745,0.05314243597101639,0.01338510770684133,4.0,2310.42,11.0,0.004929441562139206,,65.67026821458573,,0.00921155048566944,0.03517137122104815,0.01797106474996824,0.02595982073537871,0.02718261523563768,0.05314243597101639,0.026571217985508197,0.031176993228342914,2341.694059426249,2337.0029505123116,2340.8150558130596,"{'btc_ema_fast': 2326.266354208741, 'btc_ema_slow': 2347.7889734962555, 'btc_resist_24h': 2408.44362, 'btc_support_24h': 2284.27729}",1.1961901186932742
2026-04-23 18:00:00+00:00,2334.2986321771136,0.02834147095012238,2041.0979359499486,0.053192135868320625,0.014902274341861902,4.0,2305.31,12.0,0.004788466294915322,,66.15745687275808,,0.010472418095772417,0.03719928212964524,0.015992853738675383,0.026726864033872824,0.0264652718344478,0.053192135868320625,0.026596067934160313,0.03183227698204652,2340.0963586125363,2334.8784048206558,2339.1104620404585,"{'btc_ema_fast': 2321.6093866067986, 'btc_ema_slow': 2346.055137843347, 'btc_resist_24h': 2408.44362, 'btc_support_24h': 2284.27729}",1.0083608683989194
2026-04-23 19:00:00+00:00,2334.638524687674,0.028137034099012827,2016.85435334554,0.052700134816999006,0.011183842530269812,4.0,2312.88,13.0,0.0037027423154889286,15.844289968319227,65.68980377800608,4.145960715775419,0.010721800143079937,0.03754051479782128,0.015159620019177731,0.02681871465474134,0.025881420162257668,0.052700134816999006,0.026350067408499503,0.03171096748003947,2338.9902296252085,2335.073695181427,2338.255565203911,"{'btc_ema_fast': 2319.669522916399, 'btc_ema_slow': 2344.701050584435, 'btc_resist_24h': 2407.313055, 'btc_support_24h': 2284.27729}",0.992786653470833
2026-04-23 20:00:00+00:00,2336.8197226485927,0.0279641474343575,2002.9064505943766,0.05265094427590211,0.005879643622118391,4.0,2325.37,14.0,0.0049590813388310905,15.908269256296443,65.34717125165965,4.107748630530342,0.009832051778438669,0.036963381711129895,0.015687562564772217,0.027131329932691226,0.025519614343210886,0.05265094427590211,0.026325472137951056,0.03124149802717039,2339.109667178311,2337.0487171015643,2338.725449099638,"{'btc_ema_fast': 2320.9362956016435, 'btc_ema_slow': 2343.912028111601, 'btc_resist_24h': 2407.313055, 'btc_support_24h': 2284.27729}",0.9938555476726172
2026-04-23 21:00:00+00:00,2335.8935168473977,0.02774262186044339,1974.5671153216886,0.05235915041412837,0.007312071416649624,4.0,2321.66,15.0,0.004838924562554575,15.351964309418118,64.8038105441586,4.221206435739482,0.009378279920275222,0.03659651888331635,0.01576263153081202,0.027218238963041128,0.02514091145108724,0.05235915041412837,0.026179575207064185,0.030868715167201796,2338.740220216877,2336.178187184345,2338.266370126107,"{'btc_ema_fast': 2321.097118801278, 'btc_ema_slow': 2343.003782066229, 'btc_resist_24h': 2406.58269, 'btc_support_24h': 2284.27729}",0.9920782289381747
2026-04-23 22:00:00+00:00,2337.0000558828674,0.026476176730419496,1792.9750271960747,0.050236605559535547,0.002582827092471183,4.0,2331.97,16.0,0.003526306896666135,15.478966858745403,61.874826498555045,3.997348599761141,0.008147243703910345,0.03344754963955441,0.01678905591998114,0.025300305935644064,0.024936299623891486,0.050236605559535547,0.025118302779767773,0.029191924631722946,2338.0060670594407,2337.1006570005247,2337.8462550812187,"{'btc_ema_fast': 2323.5133146232165, 'btc_ema_slow': 2342.5534236145463, 'btc_resist_24h': 2401.68024, 'btc_support_24h': 2284.27729}",0.9543502003381431
2026-04-23 23:00:00+00:00,2333.070941512999,0.022415392348246185,1259.291709174985,0.04239635762462249,0.00144578964813282,4.0,2330.26,17.0,0.003139986818129503,15.049754940263576,52.296700530306,3.4749204048760474,0.007303281215609628,0.024936413601719064,0.017459944022903427,0.017633132386109435,0.024763225238513053,0.04239635762462249,0.021198178812311244,0.02484981942011606,2333.633129815599,2333.127160343259,2333.557519787341,"{'btc_ema_fast': 2325.0125780402795, 'btc_ema_slow': 2342.051651222116, 'btc_resist_24h': 2383.191, 'btc_support_24h': 2284.27729}",0.8466249706851473
2026-04-24 00:00:00+00:00,2331.823073275591,0.02034363546559956,1043.9919882626082,0.03854460316054047,0.00033806684491869587,4.0,2332.48,18.0,0.003104127311234044,14.747629587387618,47.437758572992685,3.21663615782445,0.006428003311975983,0.020363671841902208,0.01818093131863826,0.013935668529926223,0.024608934630614244,0.03854460316054047,0.019272301580270233,0.022486303236258224,2331.691687930709,2331.8099347411026,2331.70772506408,"{'btc_ema_fast': 2326.6720051424395, 'btc_ema_slow': 2341.660971580397, 'btc_resist_24h': 2374.1564849999995, 'btc_support_24h': 2284.27729}",0.9075743645054368
2026-04-24 01:00:00+00:00,2330.8200672063326,0.0189172818743007,917.1796209900702,0.035938484132067884,0.0010399427165163173,4.0,2332.84,19.0,0.002327159171670727,14.804227474002786,44.092780209618695,2.9783911580018994,0.005688238849600555,0.01716166764498563,0.01877681648708225,0.011473428795385076,0.024465055336682806,0.035938484132067884,0.01796924206603394,0.02081336149083422,2330.416080647599,2330.779668550459,2330.4619346132286,"{'btc_ema_fast': 2328.042670666342, 'btc_ema_slow': 2341.3009319240537, 'btc_resist_24h': 2368.04343, 'btc_support_24h': 2284.27729}",0.9298869863397434
2026-04-24 02:00:00+00:00,2326.453749620857,0.017314546312025964,775.0080717939468,0.032595608235219786,0.003375308684433614,4.0,2319.91,20.0,0.0035987544779034868,15.199639797288281,40.281491190596775,2.6501609069567076,0.006100453166496413,0.014560381648358251,0.018035226586861536,0.008459928481861839,0.02413567975335795,0.032595608235219786,0.016297804117609893,0.0193480307008581,2327.7624995450283,2326.584624613274,2327.6265370779906,"{'btc_ema_fast': 2326.235410518266, 'btc_ema_slow': 2340.427832661848, 'btc_resist_24h': 2360.1094649999995, 'btc_support_24h': 2284.27729}",0.9152766463530859
